EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 07-04-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 RR   : precipitation amount in 0.1 mm
23-27 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station SPAIN, TORTOSA - OBSERVATORIO DEL EBRO (STAID: 236).
Blended and updated with sources: 100729 155245 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   RR, Q_RR
100729,19360312,   47,    0
100729,19360313,    0,    0
100729,19360314,    0,    0
100729,19360315,    0,    0
100729,19360316,    0,    0
100729,19360317,   37,    0
100729,19360318,   75,    0
100729,19360319,   77,    0
100729,19360320,   90,    0
100729,19360321,   68,    0
100729,19360322,  287,    0
100729,19360323,    0,    0
100729,19360324,   72,    0
100729,19360325,   14,    0
100729,19360326,    5,    0
100729,19360327,    0,    0
100729,19360328,    0,    0
100729,19360329,    0,    0
100729,19360330,    1,    0
100729,19360331,    4,    0
100729,19360401,    0,    0
100729,19360402,    0,    0
100729,19360403,    2,    0
100729,19360404,    0,    0
100729,19360405,    2,    0
100729,19360406,   14,    0
100729,19360407,   13,    0
100729,19360408,   34,    0
100729,19360409,    0,    0
100729,19360410,   42,    0
100729,19360411,    0,    0
100729,19360412,    4,    0
100729,19360413,   36,    0
100729,19360414,   16,    0
100729,19360415,    9,    0
100729,19360416,    0,    0
100729,19360417,    8,    0
100729,19360418,    0,    0
100729,19360419,    6,    0
100729,19360420,    0,    0
100729,19360421,   14,    0
100729,19360422,   10,    0
100729,19360423,    0,    0
100729,19360424,    0,    0
100729,19360425,    0,    0
100729,19360426,    0,    0
100729,19360427,    0,    0
100729,19360428,    0,    0
100729,19360429,    0,    0
100729,19360430,    0,    0
100729,19360501,    0,    0
100729,19360502,    0,    0
100729,19360503,    0,    0
100729,19360504,   25,    0
100729,19360505,   20,    0
100729,19360506,    0,    0
100729,19360507,   72,    0
100729,19360508,  435,    0
100729,19360509,   14,    0
100729,19360510,    0,    0
100729,19360511,    0,    0
100729,19360512,    0,    0
100729,19360513,    0,    0
100729,19360514,    0,    0
100729,19360515,    0,    0
100729,19360516,  193,    0
100729,19360517,  548,    0
100729,19360518,  141,    0
100729,19360519,    0,    0
100729,19360520,    7,    0
100729,19360521,    0,    0
100729,19360522,    0,    0
100729,19360523,    0,    0
100729,19360524,    0,    0
100729,19360525,  238,    0
100729,19360526,  174,    0
100729,19360527,    0,    0
100729,19360528,    0,    0
100729,19360529,   51,    0
100729,19360530,    4,    0
100729,19360531,    0,    0
100729,19360601,   20,    0
100729,19360602,   79,    0
100729,19360603,    6,    0
100729,19360604,    0,    0
100729,19360605,    0,    0
100729,19360606,    0,    0
100729,19360607,    0,    0
100729,19360608,    0,    0
100729,19360609,    0,    0
100729,19360610,    0,    0
100729,19360611,    0,    0
100729,19360612,    5,    0
100729,19360613,   58,    0
100729,19360614,  262,    0
100729,19360615,  140,    0
100729,19360616,    2,    0
100729,19360617,    0,    0
100729,19360618,    0,    0
100729,19360619,    0,    0
100729,19360620,    0,    0
100729,19360621,    0,    0
100729,19360622,    0,    0
100729,19360623,    0,    0
100729,19360624,   24,    0
100729,19360625,    0,    0
100729,19360626,    0,    0
100729,19360627,    0,    0
100729,19360628,    0,    0
100729,19360629,   23,    0
100729,19360630,    1,    0
100729,19360701,    3,    0
100729,19360702,    0,    0
100729,19360703,    0,    0
100729,19360704,    0,    0
100729,19360705,    3,    0
100729,19360706,    0,    0
100729,19360707,    3,    0
100729,19360708,    0,    0
100729,19360709,    0,    0
100729,19360710,    0,    0
100729,19360711,    0,    0
100729,19360712,    0,    0
100729,19360713,    0,    0
100729,19360714,    0,    0
100729,19360715,    0,    0
100729,19360716,    0,    0
100729,19360717,    0,    0
100729,19360718,    0,    0
100729,19360719,    0,    0
100729,19360720,    0,    0
100729,19360721,    0,    0
100729,19360722,    0,    0
100729,19360723,    0,    0
100729,19360724,    0,    0
100729,19360725,    0,    0
100729,19360726,    0,    0
100729,19360727,   74,    0
100729,19360728,    0,    0
100729,19360729,    0,    0
100729,19360730,    0,    0
100729,19360731,    0,    0
100729,19360801,    0,    0
100729,19360802,    0,    0
100729,19360803,    0,    0
100729,19360804,   24,    0
100729,19360805,    0,    0
100729,19360806,    0,    0
100729,19360807,    0,    0
100729,19360808,    0,    0
100729,19360809,    0,    0
100729,19360810,   54,    0
100729,19360811,    0,    0
100729,19360812,    0,    0
100729,19360813,    0,    0
100729,19360814,    0,    0
100729,19360815,    0,    0
100729,19360816,    0,    0
100729,19360817,    0,    0
100729,19360818,    0,    0
100729,19360819,    0,    0
100729,19360820,    0,    0
100729,19360821,    0,    0
100729,19360822,    0,    0
100729,19360823,    0,    0
100729,19360824,    0,    0
100729,19360825,    0,    0
100729,19360826,    0,    0
100729,19360827,    0,    0
100729,19360828,    0,    0
100729,19360829,    0,    0
100729,19360830,    0,    0
100729,19360831,    0,    0
100729,19360901,    0,    0
100729,19360902,    0,    0
100729,19360903,    0,    0
100729,19360904,    0,    0
100729,19360905,    0,    0
100729,19360906,    0,    0
100729,19360907,    0,    0
100729,19360908,    0,    0
100729,19360909,    0,    0
100729,19360910,    0,    0
100729,19360911,    0,    0
100729,19360912,    4,    0
100729,19360913,   36,    0
100729,19360914,   43,    0
100729,19360915,   29,    0
100729,19360916,   38,    0
100729,19360917,  168,    0
100729,19360918,  996,    0
100729,19360919,   51,    0
100729,19360920,    0,    0
100729,19360921,    0,    0
100729,19360922,    0,    0
100729,19360923,    0,    0
100729,19360924,   24,    0
100729,19360925,    0,    0
100729,19360926,    0,    0
100729,19360927,    0,    0
100729,19360928,    0,    0
100729,19360929,    0,    0
100729,19360930,    0,    0
100729,19361001,    0,    0
100729,19361002,    0,    0
100729,19361003,    2,    0
100729,19361004,    5,    0
100729,19361005,  170,    0
100729,19361006,    0,    0
100729,19361007,    0,    0
100729,19361008,    0,    0
100729,19361009,    9,    0
100729,19361010,    7,    0
100729,19361011,  107,    0
100729,19361012,  303,    0
100729,19361013,    0,    0
100729,19361014,    0,    0
100729,19361015,    0,    0
100729,19361016,    0,    0
100729,19361017,    0,    0
100729,19361018,    0,    0
100729,19361019,    0,    0
100729,19361020,    0,    0
100729,19361021,    0,    0
100729,19361022,    0,    0
100729,19361023,    0,    0
100729,19361024,    0,    0
100729,19361025,    0,    0
100729,19361026,    0,    0
100729,19361027,    0,    0
100729,19361028,    0,    0
100729,19361029,    0,    0
100729,19361030,    0,    0
100729,19361031,    0,    0
100729,19361101,    0,    0
100729,19361102,    0,    0
100729,19361103,    0,    0
100729,19361104,    0,    0
100729,19361105,    0,    0
100729,19361106,    0,    0
100729,19361107,    2,    0
100729,19361108,    0,    0
100729,19361109,   10,    0
100729,19361110,    0,    0
100729,19361111,    0,    0
100729,19361112,   37,    0
100729,19361113,    0,    0
100729,19361114,    0,    0
100729,19361115,    0,    0
100729,19361116,    0,    0
100729,19361117,    0,    0
100729,19361118,   13,    0
100729,19361119,  234,    0
100729,19361120,  396,    0
100729,19361121,    7,    0
100729,19361122,   89,    0
100729,19361123,   89,    0
100729,19361124,   10,    0
100729,19361125,   84,    0
100729,19361126,  959,    0
100729,19361127,   76,    0
100729,19361128,   57,    0
100729,19361129,    0,    0
100729,19361130,    0,    0
100729,19361201,    0,    0
100729,19361202,    0,    0
100729,19361203,    0,    0
100729,19361204,    0,    0
100729,19361205,    0,    0
100729,19361206,    0,    0
100729,19361207,    0,    0
100729,19361208,    0,    0
100729,19361209,    0,    0
100729,19361210,    6,    0
100729,19361211,    0,    0
100729,19361212,    0,    0
100729,19361213,    0,    0
100729,19361214,    0,    0
100729,19361215,    1,    0
100729,19361216,    0,    0
100729,19361217,    0,    0
100729,19361218,    1,    0
100729,19361219,    0,    0
100729,19361220,    0,    0
100729,19361221,    0,    0
100729,19361222,    0,    0
100729,19361223,    0,    0
100729,19361224,    0,    0
100729,19361225,    0,    0
100729,19361226,    0,    0
100729,19361227,    0,    0
100729,19361228,    0,    0
100729,19361229,    0,    0
100729,19361230,   94,    0
100729,19361231,    0,    0
100729,19370101,    0,    0
100729,19370102,    0,    0
100729,19370103,    0,    0
100729,19370104,    0,    0
100729,19370105,    0,    0
100729,19370106,    0,    0
100729,19370107,    0,    0
100729,19370108,    0,    0
100729,19370109,    0,    0
100729,19370110,    0,    0
100729,19370111,    0,    0
100729,19370112,    0,    0
100729,19370113,    0,    0
100729,19370114,    0,    0
100729,19370115,    0,    0
100729,19370116,    0,    0
100729,19370117,    0,    0
100729,19370118,    0,    0
100729,19370119,    0,    0
100729,19370120,    0,    0
100729,19370121,    0,    0
100729,19370122,    0,    0
100729,19370123,   24,    0
100729,19370124,    8,    0
100729,19370125,    0,    0
100729,19370126,    2,    0
100729,19370127,   13,    0
100729,19370128,    2,    0
100729,19370129,    0,    0
100729,19370130,    0,    0
100729,19370131,    0,    0
100729,19370201,    0,    0
100729,19370202,    0,    0
100729,19370203,    0,    0
100729,19370204,    0,    0
100729,19370205,    0,    0
100729,19370206,    0,    0
100729,19370207,    0,    0
100729,19370208,    0,    0
100729,19370209,    0,    0
100729,19370210,    0,    0
100729,19370211,    0,    0
100729,19370212,    0,    0
100729,19370213,    0,    0
100729,19370214,    0,    0
100729,19370215,    0,    0
100729,19370216,    0,    0
100729,19370217,    0,    0
100729,19370218,    0,    0
100729,19370219,    0,    0
100729,19370220,    0,    0
100729,19370221,    0,    0
100729,19370222,    0,    0
100729,19370223,    0,    0
100729,19370224,    0,    0
100729,19370225,    0,    0
100729,19370226,    0,    0
100729,19370227,    0,    0
100729,19370228,   52,    0
100729,19370301,   11,    0
100729,19370302,   17,    0
100729,19370303,   23,    0
100729,19370304,    0,    0
100729,19370305,    0,    0
100729,19370306,    0,    0
100729,19370307,    0,    0
100729,19370308,    0,    0
100729,19370309,    0,    0
100729,19370310,    0,    0
100729,19370311,    2,    0
100729,19370312,    0,    0
100729,19370313,    7,    0
100729,19370314,    0,    0
100729,19370315,    0,    0
100729,19370316,    0,    0
100729,19370317,    0,    0
100729,19370318,    0,    0
100729,19370319,   67,    0
100729,19370320,    0,    0
100729,19370321,    7,    0
100729,19370322,    3,    0
100729,19370323,    0,    0
100729,19370324,    0,    0
100729,19370325,    0,    0
100729,19370326,    0,    0
100729,19370327,   37,    0
100729,19370328,   44,    0
100729,19370329,    0,    0
100729,19370330,    2,    0
100729,19370331,    0,    0
100729,19370401,    0,    0
100729,19370402,    0,    0
100729,19370403,    0,    0
100729,19370404,    0,    0
100729,19370405,    2,    0
100729,19370406,    0,    0
100729,19370407,    0,    0
100729,19370408,    0,    0
100729,19370409,    0,    0
100729,19370410,    0,    0
100729,19370411,   42,    0
100729,19370412,   21,    0
100729,19370413,   20,    0
100729,19370414,    0,    0
100729,19370415,    0,    0
100729,19370416,    0,    0
100729,19370417,    0,    0
100729,19370418,    0,    0
100729,19370419,    0,    0
100729,19370420,    0,    0
100729,19370421,    0,    0
100729,19370422,    0,    0
100729,19370423,    0,    0
100729,19370424,    0,    0
100729,19370425,    0,    0
100729,19370426,    0,    0
100729,19370427,    0,    0
100729,19370428,    0,    0
100729,19370429,  166,    0
100729,19370430,    0,    0
100729,19370501,  594,    0
100729,19370502,    9,    0
100729,19370503,    0,    0
100729,19370504,    6,    0
100729,19370505,    0,    0
100729,19370506,    0,    0
100729,19370507,    0,    0
100729,19370508,  102,    0
100729,19370509,   70,    0
100729,19370510,    0,    0
100729,19370511,   40,    0
100729,19370512,    0,    0
100729,19370513,    0,    0
100729,19370514,    0,    0
100729,19370515,    2,    0
100729,19370516,    1,    0
100729,19370517,  322,    0
100729,19370518,    4,    0
100729,19370519,    1,    0
100729,19370520,    2,    0
100729,19370521,    0,    0
100729,19370522,    0,    0
100729,19370523,    0,    0
100729,19370524,    0,    0
100729,19370525,    0,    0
100729,19370526,    0,    0
100729,19370527,    0,    0
100729,19370528,    0,    0
100729,19370529,    0,    0
100729,19370530,    0,    0
100729,19370531,    0,    0
100729,19370601,   51,    0
100729,19370602,   22,    0
100729,19370603,  192,    0
100729,19370604,    3,    0
100729,19370605,    0,    0
100729,19370606,    0,    0
100729,19370607,    0,    0
100729,19370608,    0,    0
100729,19370609,   78,    0
100729,19370610,    0,    0
100729,19370611,    0,    0
100729,19370612,    0,    0
100729,19370613,    0,    0
100729,19370614,    0,    0
100729,19370615,    0,    0
100729,19370616,    0,    0
100729,19370617,    0,    0
100729,19370618,    4,    0
100729,19370619,    0,    0
100729,19370620,    0,    0
100729,19370621,    0,    0
100729,19370622,  188,    0
100729,19370623,   85,    0
100729,19370624,    2,    0
100729,19370625,    0,    0
100729,19370626,  282,    0
100729,19370627,    0,    0
100729,19370628,    0,    0
100729,19370629,    0,    0
100729,19370630,    0,    0
100729,19370701,    0,    0
100729,19370702,    0,    0
100729,19370703,    0,    0
100729,19370704,   12,    0
100729,19370705,    0,    0
100729,19370706,    0,    0
100729,19370707,   30,    0
100729,19370708,    2,    0
100729,19370709,    0,    0
100729,19370710,    0,    0
100729,19370711,    0,    0
100729,19370712,    0,    0
100729,19370713,    0,    0
100729,19370714,    0,    0
100729,19370715,    0,    0
100729,19370716,    0,    0
100729,19370717,    0,    0
100729,19370718,    0,    0
100729,19370719,    0,    0
100729,19370720,    0,    0
100729,19370721,    0,    0
100729,19370722,    0,    0
100729,19370723,    0,    0
100729,19370724,    0,    0
100729,19370725,   21,    0
100729,19370726,    0,    0
100729,19370727,    0,    0
100729,19370728,   12,    0
100729,19370729,    0,    0
100729,19370730,    0,    0
100729,19370731,  156,    0
100729,19370801,    0,    0
100729,19370802,    0,    0
100729,19370803,    0,    0
100729,19370804,    0,    0
100729,19370805,    0,    0
100729,19370806,    0,    0
100729,19370807,    0,    0
100729,19370808,    0,    0
100729,19370809,    0,    0
100729,19370810,    0,    0
100729,19370811,    0,    0
100729,19370812,    0,    0
100729,19370813,    0,    0
100729,19370814,    0,    0
100729,19370815,    0,    0
100729,19370816,    0,    0
100729,19370817,    0,    0
100729,19370818,    0,    0
100729,19370819,    0,    0
100729,19370820,    0,    0
100729,19370821,    9,    0
100729,19370822,    0,    0
100729,19370823,    0,    0
100729,19370824,    0,    0
100729,19370825,    0,    0
100729,19370826,   17,    0
100729,19370827,    0,    0
100729,19370828,   31,    0
100729,19370829,    0,    0
100729,19370830,    0,    0
100729,19370831,    0,    0
100729,19370901,    0,    0
100729,19370902,    0,    0
100729,19370903,   10,    0
100729,19370904,    0,    0
100729,19370905,    0,    0
100729,19370906,    0,    0
100729,19370907,    2,    0
100729,19370908,    0,    0
100729,19370909,    0,    0
100729,19370910,    0,    0
100729,19370911,    0,    0
100729,19370912,    0,    0
100729,19370913,    0,    0
100729,19370914,    0,    0
100729,19370915,    0,    0
100729,19370916,    0,    0
100729,19370917,    0,    0
100729,19370918,    2,    0
100729,19370919,    0,    0
100729,19370920,    0,    0
100729,19370921,    0,    0
100729,19370922,    0,    0
100729,19370923,    0,    0
100729,19370924,    0,    0
100729,19370925,    4,    0
100729,19370926, 1062,    0
100729,19370927,    0,    0
100729,19370928,    0,    0
100729,19370929,    0,    0
100729,19370930,    1,    0
100729,19371001,    2,    0
100729,19371002,   88,    0
100729,19371003,   72,    0
100729,19371004,   88,    0
100729,19371005,    0,    0
100729,19371006,    0,    0
100729,19371007,    0,    0
100729,19371008,    0,    0
100729,19371009,    0,    0
100729,19371010,    0,    0
100729,19371011,    0,    0
100729,19371012,    8,    0
100729,19371013,    0,    0
100729,19371014,    0,    0
100729,19371015,    0,    0
100729,19371016,    0,    0
100729,19371017,    0,    0
100729,19371018,    0,    0
100729,19371019,  190,    0
100729,19371020,    0,    0
100729,19371021,    1,    0
100729,19371022,   17,    0
100729,19371023,    9,    0
100729,19371024,    0,    0
100729,19371025,   29,    0
100729,19371026,   11,    0
100729,19371027,  268,    0
100729,19371028,  416,    0
100729,19371029,   13,    0
100729,19371030,    0,    0
100729,19371031,   31,    0
100729,19371101,    0,    0
100729,19371102,    0,    0
100729,19371103,    0,    0
100729,19371104,    0,    0
100729,19371105,    0,    0
100729,19371106,    0,    0
100729,19371107,  469,    0
100729,19371108,   22,    0
100729,19371109,    3,    0
100729,19371110,    0,    0
100729,19371111,    0,    0
100729,19371112,    0,    0
100729,19371113,    4,    0
100729,19371114,    0,    0
100729,19371115,    0,    0
100729,19371116,   19,    0
100729,19371117,   17,    0
100729,19371118,   15,    0
100729,19371119,    0,    0
100729,19371120,   13,    0
100729,19371121,    2,    0
100729,19371122,    0,    0
100729,19371123,    0,    0
100729,19371124,    0,    0
100729,19371125,    0,    0
100729,19371126,    0,    0
100729,19371127,    0,    0
100729,19371128,    0,    0
100729,19371129,    0,    0
100729,19371130,    0,    0
100729,19371201,    0,    0
100729,19371202,    0,    0
100729,19371203,    0,    0
100729,19371204,    0,    0
100729,19371205,    0,    0
100729,19371206,    0,    0
100729,19371207,    0,    0
100729,19371208,    0,    0
100729,19371209,    0,    0
100729,19371210,    0,    0
100729,19371211,    0,    0
100729,19371212,    0,    0
100729,19371213,    0,    0
100729,19371214,    0,    0
100729,19371215,    0,    0
100729,19371216,    0,    0
100729,19371217,    0,    0
100729,19371218,    0,    0
100729,19371219,    0,    0
100729,19371220,    0,    0
100729,19371221,    0,    0
100729,19371222,    0,    0
100729,19371223,    0,    0
100729,19371224,    0,    0
100729,19371225,    0,    0
100729,19371226,    0,    0
100729,19371227,    0,    0
100729,19371228,    0,    0
100729,19371229,    0,    0
100729,19371230,    0,    0
100729,19371231,   54,    0
100729,19380101,    0,    0
100729,19380102,    0,    0
100729,19380103,    0,    0
100729,19380104,    0,    0
100729,19380105,    0,    0
100729,19380106,    0,    0
100729,19380107,    0,    0
100729,19380108,    0,    0
100729,19380109,    0,    0
100729,19380110,    3,    0
100729,19380111,    0,    0
100729,19380112,    0,    0
100729,19380113,    0,    0
100729,19380114,    0,    0
100729,19380115,    0,    0
100729,19380116,    0,    0
100729,19380117,    0,    0
100729,19380118,    0,    0
100729,19380119,    0,    0
100729,19380120,    0,    0
100729,19380121,    0,    0
100729,19380122,    0,    0
100729,19380123,    0,    0
100729,19380124,    0,    0
100729,19380125,    0,    0
100729,19380126,    0,    0
100729,19380127,    0,    0
100729,19380128,    0,    0
100729,19380129,    0,    0
100729,19380130,    0,    0
100729,19380131,    0,    0
100729,19380201,    0,    0
100729,19380202,    0,    0
100729,19380203,    0,    0
100729,19380204,    0,    0
100729,19380205,    0,    0
100729,19380206,    0,    0
100729,19380207,    0,    0
100729,19380208,    0,    0
100729,19380209,    0,    0
100729,19380210,    0,    0
100729,19380211,    0,    0
100729,19380212,    0,    0
100729,19380213,    0,    0
100729,19380214,    0,    0
100729,19380215,    0,    0
100729,19380216,    0,    0
100729,19380217,    0,    0
100729,19380218,    0,    0
100729,19380219,    0,    0
100729,19380220,    0,    0
100729,19380221,    0,    0
100729,19380222,    0,    0
100729,19380223,    0,    0
100729,19380224,    0,    0
100729,19380225,    3,    0
100729,19380226,    0,    0
100729,19380227,    0,    0
100729,19380228,    0,    0
100729,19380301,    0,    0
100729,19380302,    0,    0
100729,19380303,    0,    0
100729,19380304,    0,    0
100729,19380305,    0,    0
100729,19380306,    0,    0
100729,19380307,    0,    0
100729,19380308,    0,    0
100729,19380309,    0,    0
100729,19380310,    0,    0
100729,19380311,    0,    0
100729,19380312,    0,    0
100729,19380313,    0,    0
100729,19380314,    0,    0
100729,19380315,    0,    0
100729,19380316,    0,    0
100729,19380317,    0,    0
100729,19380318,    0,    0
100729,19380319,    0,    0
100729,19380320,    0,    0
100729,19380321,    2,    0
100729,19380322,  340,    0
100729,19380323,    0,    0
100729,19380324,   24,    0
100729,19380325,    0,    0
100729,19380326,    0,    0
100729,19380327,    0,    0
100729,19380328,    0,    0
100729,19380329,    0,    0
100729,19380330,    0,    0
100729,19380331,    0,    0
100729,19380401,    0,    0
100729,19380402,    0,    0
100729,19380403,    0,    0
100729,19380404,    0,    0
100729,19380405,    0,    0
100729,19380406,    0,    0
100729,19380407,    0,    0
100729,19380408,    0,    0
100729,19380409,    0,    0
100729,19380410,    0,    0
100729,19380411,    0,    0
100729,19380412,    0,    0
100729,19380413,    0,    0
100729,19380414,    0,    0
100729,19380415,    0,    0
100729,19380416,    0,    0
100729,19380417,    0,    0
100729,19380418,   60,    0
100729,19380419,    0,    0
100729,19380420,    0,    0
100729,19380421,    0,    0
100729,19380422,    0,    0
100729,19380423,  180,    0
100729,19380424,    0,    0
100729,19380425,    0,    0
100729,19380426,   30,    0
100729,19380427,  190,    0
100729,19380428,  240,    0
100729,19380429,   20,    0
100729,19380430,  250,    0
100729,19380501,    0,    0
100729,19380502,    0,    0
100729,19380503,    0,    0
100729,19380504,   40,    0
100729,19380505,   80,    0
100729,19380506,  110,    0
100729,19380507,    0,    0
100729,19380508,   20,    0
100729,19380509,   50,    0
100729,19380510,    0,    0
100729,19380511,    0,    0
100729,19380512,    0,    0
100729,19380513,    0,    0
100729,19380514,    0,    0
100729,19380515,   80,    0
100729,19380516,  220,    0
100729,19380517,    0,    0
100729,19380518,   70,    0
100729,19380519,    0,    0
100729,19380520,    0,    0
100729,19380521,    0,    0
100729,19380522,    0,    0
100729,19380523,    0,    0
100729,19380524,    0,    0
100729,19380525,    0,    0
100729,19380526,    0,    0
100729,19380527,   30,    0
100729,19380528,    0,    0
100729,19380529,    0,    0
100729,19380530,    0,    0
100729,19380531,    0,    0
100729,19380601,   10,    0
100729,19380602,    0,    0
100729,19380603,    0,    0
100729,19380604,   10,    0
100729,19380605,   40,    0
100729,19380606,    0,    0
100729,19380607,    0,    0
100729,19380608,   10,    0
100729,19380609,   40,    0
100729,19380610,    0,    0
100729,19380611,  110,    0
100729,19380612,   30,    0
100729,19380613,    0,    0
100729,19380614,    0,    0
100729,19380615,    0,    0
100729,19380616,    0,    0
100729,19380617,    0,    0
100729,19380618,    0,    0
100729,19380619,    0,    0
100729,19380620,    0,    0
100729,19380621,    0,    0
100729,19380622,    0,    0
100729,19380623,    0,    0
100729,19380624,    0,    0
100729,19380625,    0,    0
100729,19380626,    0,    0
100729,19380627,   60,    0
100729,19380628,    0,    0
100729,19380629,    0,    0
100729,19380630,    0,    0
100729,19380701,    0,    0
100729,19380702,    0,    0
100729,19380703,    0,    0
100729,19380704,    0,    0
100729,19380705,    0,    0
100729,19380706,    0,    0
100729,19380707,    0,    0
100729,19380708,    0,    0
100729,19380709,    0,    0
100729,19380710,    0,    0
100729,19380711,    0,    0
100729,19380712,    0,    0
100729,19380713,    0,    0
100729,19380714,    0,    0
100729,19380715,    0,    0
100729,19380716,    0,    0
100729,19380717,    0,    0
100729,19380718,    0,    0
100729,19380719,    0,    0
100729,19380720,    0,    0
100729,19380721,    0,    0
100729,19380722,    0,    0
100729,19380723,    0,    0
100729,19380724,    0,    0
100729,19380725,    0,    0
100729,19380726,    0,    0
100729,19380727,    0,    0
100729,19380728,    0,    0
100729,19380729,    0,    0
100729,19380730,    0,    0
100729,19380731,    0,    0
100729,19380801,    0,    0
100729,19380802,    0,    0
100729,19380803,    0,    0
100729,19380804,    0,    0
100729,19380805,   50,    0
100729,19380806,    0,    0
100729,19380807,    0,    0
100729,19380808,    0,    0
100729,19380809,   30,    0
100729,19380810,  180,    0
100729,19380811,    0,    0
100729,19380812,    0,    0
100729,19380813,    0,    0
100729,19380814,    0,    0
100729,19380815,    0,    0
100729,19380816,    0,    0
100729,19380817,    0,    0
100729,19380818,    0,    0
100729,19380819,    0,    0
100729,19380820,    0,    0
100729,19380821,    0,    0
100729,19380822,    0,    0
100729,19380823,    0,    0
100729,19380824,    0,    0
100729,19380825,    0,    0
100729,19380826,    0,    0
100729,19380827,    0,    0
100729,19380828,    0,    0
100729,19380829,    0,    0
100729,19380830,    0,    0
100729,19380831,    0,    0
100729,19380901,    0,    0
100729,19380902,   18,    0
100729,19380903,    0,    0
100729,19380904,    0,    0
100729,19380905,    0,    0
100729,19380906,    0,    0
100729,19380907,    0,    0
100729,19380908,    0,    0
100729,19380909,    0,    0
100729,19380910,    0,    0
100729,19380911,    0,    0
100729,19380912,    0,    0
100729,19380913,    0,    0
100729,19380914,   36,    0
100729,19380915,    0,    0
100729,19380916,    0,    0
100729,19380917,    0,    0
100729,19380918,    0,    0
100729,19380919,    0,    0
100729,19380920,    0,    0
100729,19380921,    0,    0
100729,19380922,    0,    0
100729,19380923,    0,    0
100729,19380924,    0,    0
100729,19380925,   72,    0
100729,19380926,    0,    0
100729,19380927,  150,    0
100729,19380928,  180,    0
100729,19380929,   60,    0
100729,19380930,    0,    0
100729,19381001,    0,    0
100729,19381002,    0,    0
100729,19381003,    0,    0
100729,19381004,    0,    0
100729,19381005,    0,    0
100729,19381006,    0,    0
100729,19381007,    0,    0
100729,19381008,    0,    0
100729,19381009,    0,    0
100729,19381010,    0,    0
100729,19381011,  132,    0
100729,19381012,  132,    0
100729,19381013,    0,    0
100729,19381014,    0,    0
100729,19381015,    0,    0
100729,19381016,    0,    0
100729,19381017,    0,    0
100729,19381018,    0,    0
100729,19381019,    0,    0
100729,19381020,    0,    0
100729,19381021,    0,    0
100729,19381022,  240,    0
100729,19381023,  270,    0
100729,19381024,  540,    0
100729,19381025,    0,    0
100729,19381026,    0,    0
100729,19381027,    0,    0
100729,19381028,    0,    0
100729,19381029,    0,    0
100729,19381030,    0,    0
100729,19381031,    0,    0
100729,19381101,    0,    0
100729,19381102,    0,    0
100729,19381103,    0,    0
100729,19381104,    0,    0
100729,19381105,    0,    0
100729,19381106,    0,    0
100729,19381107,    0,    0
100729,19381108,    0,    0
100729,19381109,    0,    0
100729,19381110,  110,    0
100729,19381111,   43,    0
100729,19381112,    0,    0
100729,19381113,    0,    0
100729,19381114,    0,    0
100729,19381115,    0,    0
100729,19381116,    0,    0
100729,19381117,    0,    0
100729,19381118,    0,    0
100729,19381119,    0,    0
100729,19381120,    0,    0
100729,19381121,    0,    0
100729,19381122,    0,    0
100729,19381123,    0,    0
100729,19381124,    0,    0
100729,19381125,    0,    0
100729,19381126,    0,    0
100729,19381127,    0,    0
100729,19381128,    0,    0
100729,19381129,    0,    0
100729,19381130,    0,    0
100729,19381201,    0,    0
100729,19381202,    0,    0
100729,19381203,    0,    0
100729,19381204,    0,    0
100729,19381205,    0,    0
100729,19381206,    0,    0
100729,19381207,    0,    0
100729,19381208,   68,    0
100729,19381209,   52,    0
100729,19381210,    8,    0
100729,19381211,    7,    0
100729,19381212,  355,    0
100729,19381213,   72,    0
100729,19381214,    0,    0
100729,19381215,    0,    0
100729,19381216,    0,    0
100729,19381217,   90,    0
100729,19381218,    0,    0
100729,19381219,    0,    0
100729,19381220,    0,    0
100729,19381221,    0,    0
100729,19381222,    0,    0
100729,19381223,    0,    0
100729,19381224,    0,    0
100729,19381225,    0,    0
100729,19381226,    0,    0
100729,19381227,    0,    0
100729,19381228,    0,    0
100729,19381229,    0,    0
100729,19381230,    0,    0
100729,19381231,    0,    0
100729,19390101,    0,    0
100729,19390102,    0,    0
100729,19390103,    0,    0
100729,19390104,    3,    0
100729,19390105,    0,    0
100729,19390106,    0,    0
100729,19390107,    0,    0
100729,19390108,    0,    0
100729,19390109,    0,    0
100729,19390110,    2,    0
100729,19390111,    0,    0
100729,19390112,    0,    0
100729,19390113,    0,    0
100729,19390114,    0,    0
100729,19390115,    0,    0
100729,19390116,    2,    0
100729,19390117,    0,    0
100729,19390118,   26,    0
100729,19390119,    0,    0
